,Identifier,Start date,End date,Number of deaths,Incident,State
1106,IBD030983,2024-07-10,2024-07-10,1,Migrants Farmers vs Youth Leader,Bayelsa
1107,IBD030953,2024-07-10,2024-07-10,13,Boat Mishap,Lagos
1108,IBD030927,2024-06-10,2024-06-10,1,Extra-Judicial Killing,Benue
1109,IBD030933,2024-06-10,2024-06-10,4,Cult Killing,Anambra
1110,IBD030958,2024-06-10,2024-06-10,5,Gunmen Attack,Anambra
1111,IBD030930,2024-06-10,2024-06-10,3,Police vs Kidnappers,Delta
1112,IBD030937,2024-06-10,2024-06-10,1,Domestic Violence,Kogi
1113,IBD030962,2024-06-10,2024-06-10,1,Ritual Killing,Anambra
1114,IBD030952,2024-05-10,2024-05-10,1,Assailant vs Hunter,Ogun
1115,IBD030951,2024-05-10,2024-05-10,5,Food Poisoning,Ondo
1116,IBD030977,2024-05-10,2024-05-10,1,Bandits vs APC Chairman,Kebbi
1117,IBD030936,2024-05-10,2024-05-10,3,Soldiers vs Bandits,Kaduna
1118,IBD030975,2024-05-10,2024-05-10,1,Train Accident,(FCT) Abuja
1119,IBD030926,2024-04-10,2024-04-10,1,Domestic Violence,Lagos
1120,IBD030941,2024-04-10,2024-04-10,10,Troops vs Boko Haram,Yobe
1121,IBD031174,2024-04-10,2024-04-10,1,Domestic Violence,Ebonyi
1122,IBD030945,2024-04-10,2024-04-10,1,Police vs Gunmen,Imo
1123,IBD030954,2024-04-10,2024-04-10,1,Flood Incident,Ondo
1124,IBD030929,2024-04-10,2024-04-10,3,Bandits vs Vigilante,Katsina
1125,IBD030928,2024-04-10,2024-04-10,9,Bandits vs Security Agents,Katsina
1126,IBD030923,2024-03-10,2024-03-10,2,Assailants vs Couple,Abia
1127,IBD030922,2024-03-10,2024-03-10,2,Gunmen vs Police Officers,Anambra
1128,IBD030931,2024-03-10,2024-03-10,1,Building Collapse,Delta
1129,IBD030921,2024-03-10,2024-03-10,4,Auto Crash,Nasarawa
1130,IBD030925,2024-03-10,2024-03-10,1,Domestic Violence,Lagos
1131,IBD030935,2024-03-10,2024-03-10,1,Auto Crash,(FCT) Abuja
1132,IBD030919,2024-02-10,2024-02-10,1,Soldiers Kill Bandit,Kaduna
1133,IBD030914,2024-02-10,2024-02-10,1,Gunmen vs Mechanic,Ogun
1134,IBD030917,2024-02-10,2024-02-10,1,Assailants vs Fisherman,Ogun
1135,IBD030920,2024-02-10,2024-02-10,20,Banditry,Katsina
1136,IBD030924,2024-02-10,2024-02-10,1,Police vs Commercial Driver,Akwa Ibom
1137,IBD030918,2024-01-10,2024-01-10,1,Electrocution,Lagos
1138,IBD030955,2024-01-10,2024-01-10,1,Female Genital Mutilation Victim,Delta
1139,IBD030960,2024-01-10,2024-01-10,1,Flooding Kills 1,Ebonyi
1140,IBD030916,2024-01-10,2024-01-10,7,Herdsmen Kill Soldiers,Benue
1141,IBD031002,2024-01-10,2024-10-13,15,Fulani Herdsmen vs Boy,Edo
1142,IBD030961,2024-01-10,2024-01-10,1,Flooding,Ebonyi
1143,IBD030912,2024-01-10,2024-01-10,10,Auto Crash,Lagos
1144,IBD030909,2024-01-10,2024-01-10,6,Boko Haram vs Farmers,Borno
1145,IBD031146,2024-01-10,2024-10-31,38,Suspected Herdsmen Attacks,Benue
1146,IBD030913,2024-01-10,2024-01-10,180,Boat Mishap,Niger
1147,IBD030878,2024-09-30,2024-09-30,2,Mob vs Bandits,Kaduna
1148,IBD030915,2024-09-30,2024-09-30,1,Auto Crash,Enugu
1149,IBD030906,2024-09-30,2024-09-30,1,Kidnappers vs Vigilante Commander,Kwara
1150,IBD030885,2024-09-30,2024-09-30,3,Father vs Son,Delta
1151,IBD030895,2024-09-29,2024-09-29,6,Auto Crash,Jigawa
1152,IBD030896,2024-09-29,2024-09-29,1,Auto Crash,Anambra
1153,IBD030986,2024-09-29,2024-09-29,1,Man vs Friends,Kano
1154,IBD030903,2024-09-29,2024-09-29,1,Gunmen vs Farmer,Benue
1155,IBD030911,2024-09-29,2024-09-29,5,Troops vs Boko Haram/ISWAP,Borno
1156,IBD030980,2024-09-29,2024-09-29,1,Drowning,Ogun
1157,IBD030900,2024-09-29,2024-09-29,3,Police vs Kidnappers,Akwa Ibom
1158,IBD030898,2024-09-29,2024-09-29,1,Mob vs Cable Thief,Lagos
1159,IBD030907,2024-09-29,2024-09-29,1,Extra-Judicial Killing,Yobe
1160,IBD030899,2024-09-29,2024-09-29,6,Auto Crash,Zamfara
1161,IBD030886,2024-09-29,2024-09-29,2,Bandits Kills 2,Kaduna
1162,IBD030905,2024-09-29,2024-09-29,2,Banditry,Zamfara
1163,IBD030879,2024-09-29,2024-09-29,2,Auto Crash,Ogun
1164,IBD030891,2024-09-29,2024-09-29,1,Police vs Gunman,Anambra
1165,IBD030910,2024-09-28,2024-09-28,2,Auto Crash,(FCT) Abuja
1166,IBD030888,2024-09-28,2024-09-28,2,Troops vs Terrorists,Kaduna
1167,IBD030880,2024-09-28,2024-09-28,2,Banditry,Katsina
1168,IBD030882,2024-09-28,2024-09-28,1,Flooding,Imo
1169,IBD030887,2024-09-28,2024-09-28,1,Troops vs Terrorist,Kaduna
1170,IBD030877,2024-09-28,2024-09-28,4,Teenage Girls Drown,Jigawa
1171,IBD030876,2024-09-28,2024-09-28,1,Lion vs Handler,Ogun
1172,IBD030889,2024-09-28,2024-09-28,1,Banditry,Kaduna
1173,IBD030981,2024-09-27,2024-09-27,1,Police vs Man,Delta
1174,IBD030864,2024-09-27,2024-09-27,2,Masqueraders Kill 2,Enugu
1175,IBD030897,2024-09-27,2024-09-27,1,Building Collapse,Lagos
1176,IBD030874,2024-09-27,2024-09-27,1,Troops vs Bandit,Kaduna
1177,IBD030902,2024-09-27,2024-09-27,25,NAF Attack,Kaduna
1178,IBD030901,2024-09-26,2024-09-26,1,Pastor Died,(FCT) Abuja
1179,IBD030858,2024-09-25,2024-09-25,1,Flood Incident,Niger
1180,IBD030831,2024-09-25,2024-09-25,1,Assailant Kills Boy,Ogun
1181,IBD030846,2024-09-25,2024-09-25,2,Army vs Bandits,Zamfara
1182,IBD030850,2024-09-25,2024-09-25,5,Flood Incident,Niger
1183,IBD030860,2024-09-25,2024-09-25,1,Flood Incident,Niger
1184,IBD030852,2024-09-25,2024-09-25,2,Flood Incident,Niger
1185,IBD030854,2024-09-25,2024-09-25,2,Flood Incident,Niger
1186,IBD030824,2024-09-24,2024-09-24,5,Auto Crash,Kano
1187,IBD031072,2024-09-24,2024-09-24,1,Auto Crash,(FCT) Abuja
1188,IBD030829,2024-09-24,2024-09-24,1,Flood Disaster,Oyo
1189,IBD031062,2024-09-23,2024-09-23,1,Corpse Found,Gombe
1190,IBD030828,2024-09-23,2024-09-23,1,Man vs Father,Kano
1191,IBD030812,2024-09-23,2024-09-23,3,Auto Crash,Lagos
1192,IBD031109,2024-09-23,2024-09-23,1,Site Engineer Dies,Lagos
1193,IBD030825,2024-09-23,2024-09-23,4,Boat Mishap,Borno
1194,IBD030814,2024-09-22,2024-09-22,2,Army vs Vandals,Rivers
1195,IBD030811,2024-09-22,2024-09-22,1,Train Accident,Lagos
1196,IBD030819,2024-09-22,2024-09-22,1,Hippopotamus vs Guard,Kebbi
1197,IBD030815,2024-09-22,2024-09-22,4,Troops vs Boko Haram/ISWAP,Yobe
1198,IBD030810,2024-09-22,2024-09-22,3,Troops vs Boko Haram/ISWAP Terrorists,Borno
1199,IBD030807,2024-09-22,2024-09-22,1,Bandits vs Imam,(FCT) Abuja
1200,IBD030822,2024-09-22,2024-09-22,5,Troops Kill Boko Haram,Borno
1201,IBD030817,2024-09-22,2024-09-22,2,Mob vs Man,Edo
1202,IBD030808,2024-09-22,2024-09-22,17,ISWAP Fighters Drown,Yobe
1203,IBD030813,2024-09-22,2024-09-22,1,Troops vs Boko Haram/ISWAP Terrorist,Borno
1204,IBD030870,2024-09-22,2024-09-22,5,Food Poisoning,Oyo
1205,IBD030830,2024-09-22,2024-09-22,1,Gunmen Kill Driver,Ekiti
1206,IBD030806,2024-09-22,2024-09-22,1,Soldier vs NSCDC Officer,Oyo
1207,IBD030804,2024-09-21,2024-09-21,1,Gunmen vs LG Worker,Osun
1208,IBD030904,2024-09-21,2024-09-21,2,2 Killed,Lagos
1209,IBD030816,2024-09-21,2024-09-21,1,Bandits vs Army,Zamfara
1210,IBD030826,2024-09-21,2024-09-21,2,Bandits vs Vigilantes,Kaduna
1211,IBD030809,2024-09-21,2024-09-21,4,Banditry,Kaduna
1212,IBD030821,2024-09-21,2024-09-21,1,Hoodlums vs Cyclist,(FCT) Abuja
1213,IBD030827,2024-09-21,2024-09-21,1,Thief Inside the Tank,Rivers
1214,IBD030805,2024-09-20,2024-09-20,1,Electrocution,Ogun
1215,IBD030859,2024-09-20,2024-09-20,1,Cult Killing,Lagos
1216,IBD031175,2024-09-20,2024-09-20,1,Domestic Violence,Ebonyi
1217,IBD031608,2024-09-20,2024-09-20,1,Poland Returnee,Abia
1218,IBD030857,2024-09-20,2024-09-20,1,Cult Clash,Lagos
1219,IBD030856,2024-09-19,2024-09-19,2,Cult Clash,Lagos
1220,IBD030802,2024-09-19,2024-09-19,1,Generator Fume,Ogun
1221,IBD030853,2024-09-19,2024-09-19,1,Cult Clash,Lagos
1222,IBD030881,2024-09-19,2024-09-19,1,Security Operatives vs Man,Ekiti
1223,IBD030823,2024-09-19,2024-09-19,1,Worker vs Colleague,Bauchi
1224,IBD030803,2024-09-19,2024-09-19,2,Bandits vs Farmers,Kaduna
1225,IBD030861,2024-09-18,2024-09-20,6,Cult Clash,Lagos
1226,IBD030849,2024-09-18,2024-09-18,1,Cult Clash,Lagos
1227,IBD031036,2024-09-18,2024-09-18,2,Victims of Organ Harvesting,Benue
1228,IBD030801,2024-09-18,2024-09-18,3,Auto Crash,(FCT) Abuja
1229,IBD030855,2024-09-17,2024-09-18,2,Cult Clash,Oyo
1230,IBD030791,2024-09-17,2024-09-17,1,Police vs Kidnapper,Edo
1231,IBD030798,2024-09-17,2024-09-17,1,Woman Dies,Lagos
1232,IBD030800,2024-09-17,2024-09-17,1,Building Collapse,Osun
1233,IBD030848,2024-09-16,2024-09-23,8,Cult Clash,Imo
1234,IBD030797,2024-09-16,2024-09-16,1,Man vs Fiancee,Kano
1235,IBD030790,2024-09-16,2024-09-16,1,Gunmen vs PoS Operator,Oyo
1236,IBD030789,2024-09-16,2024-09-16,11,Auto Crash,Ogun
1237,IBD030774,2024-09-16,2024-09-16,38,Auto Crash,Kaduna
1238,IBD030772,2024-09-16,2024-09-16,2,IPOB/ESN vs Police,Anambra
1239,IBD030794,2024-09-16,2024-09-16,1,Auto Crash,Lagos
1240,IBD030776,2024-09-16,2024-09-16,3,IPOB/ESN vs Police,Imo
1241,IBD030792,2024-09-16,2024-09-16,2,Troops vs Bandits,Kaduna
1242,IBD031067,2024-09-16,2024-09-16,2,Domestic Violence,Kano
1243,IBD030784,2024-09-16,2024-09-16,2,Bandits vs Army,Kaduna
1244,IBD030873,2024-09-15,2024-09-21,2,Flooding kills 2,Kebbi
1245,IBD030871,2024-09-15,2024-09-21,5,Flooding kills 5,Kebbi
1246,IBD030777,2024-09-15,2024-09-15,2,Neighbours,Lagos
1247,IBD031039,2024-09-15,2024-09-15,1,Electrocution,(FCT) Abuja
1248,IBD030869,2024-09-15,2024-09-21,8,Flooding kills 8,Kebbi
1249,IBD030867,2024-09-15,2024-09-21,7,Flooding Kills 7,Kebbi
1250,IBD030767,2024-09-15,2024-09-15,5,Kidnappers Attack,Niger
1251,IBD030782,2024-09-15,2024-09-15,3,Auto Crash,Oyo
1252,IBD030787,2024-09-15,2024-09-15,1,Bike Thief,(FCT) Abuja
1253,IBD030771,2024-09-15,2024-09-15,1,Cult Clash,Lagos
1254,IBD030783,2024-09-15,2024-09-15,1,Assailants vs Man,Yobe
1255,IBD030775,2024-09-15,2024-09-15,1,Auto Crash,Lagos
1256,IBD030778,2024-09-15,2024-09-15,5,Gunmen Kill 5,Plateau
1257,IBD030781,2024-09-15,2024-09-15,3,Banditary,Kaduna
1258,IBD030872,2024-09-15,2024-09-21,7,Flooding kills 7,Kebbi
1259,IBD030779,2024-09-15,2024-09-15,1,Auto Crash,Ondo
1260,IBD030768,2024-09-15,2024-09-15,2,Banditry,Kaduna
1261,IBD030788,2024-09-14,2024-09-14,3,Witchcraft,Adamawa
1262,IBD030773,2024-09-14,2024-09-14,1,Auto Crash,Ekiti
1263,IBD030757,2024-09-14,2024-09-14,6,Political Violence,Rivers
1264,IBD030758,2024-09-14,2024-09-14,5,Auto Crash,Oyo
1265,IBD030762,2024-09-14,2024-09-14,40,Boat Mishap,Zamfara
1266,IBD030786,2024-09-14,2024-09-14,3,Soldiers vs Bandits,Niger
1267,IBD030760,2024-09-14,2024-09-14,1,Auto Crash,Ogun
1268,IBD030863,2024-09-14,2024-09-14,6,Cult Clash,Lagos
1269,IBD031127,2024-09-14,2024-09-14,3,Organ Harvesting,Ebonyi
1270,IBD030765,2024-09-14,2024-09-14,1,Vandal Electrocuted,Yobe
1271,IBD030769,2024-09-14,2024-09-14,1,Auto Crash,Lagos
1272,IBD030862,2024-09-14,2024-09-14,1,Cult Killing,Lagos
1273,IBD030766,2024-09-14,2024-09-14,1,Gunmen vs Market Leader,Enugu
1274,IBD030770,2024-09-14,2024-09-14,1,Assailant vs Man,Plateau
1275,IBD030755,2024-09-13,2024-09-13,2,Stampede,Borno
1276,IBD030748,2024-09-13,2024-09-13,39,NAF vs Bandits,Zamfara
1277,IBD030763,2024-09-13,2024-09-13,2,Ritual Killing,Anambra
1278,IBD030785,2024-09-13,2024-09-13,2,Police vs Bandits,Niger
1279,IBD030799,2024-09-13,2024-09-13,1,Police vs Kidnapper,Rivers
1280,IBD030733,2024-12-09,2024-12-09,8,Banditry,Zamfara
1281,IBD030759,2024-12-09,2024-12-09,1,Auto Crash,Anambra
1282,IBD030741,2024-12-09,2024-12-09,4,Police vs Kidnappers,Rivers
1283,IBD030754,2024-12-09,2024-12-09,5,Auto Crash,Edo
1284,IBD030738,2024-12-09,2024-12-09,24,Auto Crash,Osun
1285,IBD030793,2024-12-09,2024-12-09,1,Students vs Colleague,Oyo
1286,IBD030734,2024-12-09,2024-12-09,21,Auto Crash,Kaduna
1287,IBD030818,2024-12-09,2024-12-09,1,Housewife vs Stepson,Benue
1288,IBD030752,2024-12-09,2024-12-09,7,Auto Crash,Edo
1289,IBD030739,2024-11-09,2024-11-09,1,Gunmen vs Woman,Kogi
1290,IBD030737,2024-11-09,2024-11-09,2,Auto crash,Ondo
1291,IBD031908,2024-11-09,2024-11-09,1,Police vs Kidnapper,Imo
1292,IBD030724,2024-11-09,2024-11-09,23,Security Operatives vs Boko Haram,Niger
1293,IBD030725,2024-11-09,2024-11-09,3,Auto Crash,Anambra
1294,IBD031559,2024-11-09,2024-11-09,1,Cultists Kill Man,Rivers
1295,IBD030726,2024-10-09,2024-10-09,4,Army vs Bandits,Kaduna
1296,IBD030796,2024-10-09,2024-10-09,1,Shop Demolition,Oyo
1297,IBD030716,2024-10-09,2024-10-09,7,Herdsmen Attack,Benue
1298,IBD030625,2024-10-09,2024-10-09,1,Auto Crash,Lagos
1299,IBD030820,2024-10-09,2024-10-09,1,Assailant vs Girl,Kaduna
1300,IBD030746,2024-10-09,2024-10-09,2,Herdsmen vs Farmers,Benue
1301,IBD030718,2024-10-09,2024-10-09,2,Charcoal Dealers,Bauchi
1302,IBD030727,2024-10-09,2024-10-09,1,Hoodlum vs Man,(FCT) Abuja
1303,IBD030744,2024-10-09,2024-11-09,2,Gas Explosion,Ebonyi
1304,IBD030742,2024-10-09,2024-10-09,3,Banditry,Kaduna
1305,IBD030728,2024-10-09,2024-10-09,6,Auto Crash,Kano
1306,IBD030745,2024-10-09,2024-10-09,1,Electrocution,(FCT) Abuja
1307,IBD030714,2024-09-09,2024-09-09,3,Gunmen Kill 3,Anambra
1308,IBD030723,2024-09-09,2024-09-09,62,Flooding,Borno
1309,IBD030721,2024-09-09,2024-09-09,1,Girl vs Friend,Lagos
1310,IBD030719,2024-09-09,2024-09-09,1,Electrocution,Lagos
1311,IBD030710,2024-09-09,2024-09-09,3,Gunmen Attack,Delta
1312,IBD030720,2024-09-09,2024-09-09,5,Security Operatives vs Bandits,(FCT) Abuja
1313,IBD030715,2024-09-09,2024-09-09,2,Auto Crash,(FCT) Abuja
1314,IBD030705,2024-08-09,2024-08-09,2,Flood Disaster,Kaduna
1315,IBD030703,2024-08-09,2024-08-09,6,Banditary,Kaduna
1316,IBD030708,2024-08-09,2024-08-09,1,Gunmen vs Pastor's Aide,Imo
1317,IBD030695,2024-08-09,2024-08-09,64,Auto Crash,Niger
1318,IBD030700,2024-08-09,2024-08-09,3,Auto Crash,Lagos
1319,IBD030707,2024-08-09,2024-08-09,1,Auto Crash,Niger
1320,IBD030704,2024-08-09,2024-08-09,1,Banditry,Kaduna
1321,IBD030712,2024-08-09,2024-08-09,6,Banditry,Kaduna
1322,IBD030717,2024-08-09,2024-08-09,1,Banditry,Kaduna
1323,IBD030709,2024-08-09,2024-08-09,2,Ritual Killing,Oyo
1324,IBD030706,2024-08-09,2024-08-09,1,Banditry,Sokoto
1325,IBD030711,2024-08-09,2024-08-09,1,Gunmen vs Businessman,Anambra
1326,IBD030731,2024-08-09,2024-08-09,1,Hunter vs Teenager,Lagos
1327,IBD030698,2024-07-09,2024-07-09,1,Domestic Violence,Delta
1328,IBD030697,2024-07-09,2024-07-09,1,Boy Drowns,Kano
1329,IBD030701,2024-07-09,2024-07-09,8,Auto Crash,(FCT) Abuja
1330,IBD030696,2024-07-09,2024-07-09,1,Man Found Dead,Kano
1331,IBD030702,2024-07-09,2024-07-09,1,Building Collapse,Kano
1332,IBD030699,2024-07-09,2024-07-09,1,Drowns,Jigawa
1333,IBD030694,2024-06-09,2024-06-09,5,Soldiers vs IPOB Members,Anambra
1334,IBD030691,2024-06-09,2024-06-09,1,Gunmen Kill Man,Lagos
1335,IBD030686,2024-06-09,2024-06-09,1,Man vs Lover,Edo
1336,IBD030689,2024-06-09,2024-06-09,4,Auto Crash,Kano
1337,IBD030692,2024-06-09,2024-06-09,1,Police vs Bandit,Kebbi
1338,IBD030681,2024-05-09,2024-05-09,1,Vigilante Kills IPOB Coordinator,Anambra
1339,IBD030680,2024-05-09,2024-05-09,4,Boat Mishap,Nasarawa
1340,IBD030688,2024-05-09,2024-05-09,2,Flood Disaster,Anambra
1341,IBD030679,2024-04-09,2024-04-09,1,Gunmen kill 1,Oyo
1342,IBD031122,2024-04-09,2024-04-09,1,Domestic Violence,Ebonyi
1343,IBD030682,2024-04-09,2024-04-09,1,Police Officer vs Student,Kwara
1344,IBD030664,2024-04-09,2024-04-09,3,Building Collapse,Kano
1345,IBD030713,2024-04-09,2024-04-09,1,Kidnappers Kill Teenager,Ogun
1346,IBD031173,2024-04-09,2024-04-09,1,Domestic Violence,Ebonyi
1347,IBD030654,2024-04-09,2024-04-09,3,Gunmen Attack,Imo
1348,IBD030666,2024-04-09,2024-04-09,1,Security Operatives vs Man,Anambra
1349,IBD030735,2024-04-09,2024-04-09,1,Student Kidnap Colleague,Kogi
1350,IBD030644,2024-03-09,2024-03-09,1,IPOB/ESN vs Police,Anambra
1351,IBD030655,2024-03-09,2024-03-09,11,Fulani Herdsmen Attack,Plateau
1352,IBD030656,2024-03-09,2024-03-09,1,Gunmen vs Policeman,Imo
1353,IBD030732,2024-03-09,2024-03-09,1,Man Kills Teenager,Lagos
1354,IBD030667,2024-03-09,2024-03-09,1,Auto Crash,Ogun
1355,IBD030647,2024-03-09,2024-03-09,1,Gunmen vs Politician,Benue
1356,IBD030658,2024-03-09,2024-03-09,1,Ritual,Abia
1357,IBD030662,2024-03-09,2024-03-09,2,Boko Haram vs Farmers,Niger
1358,IBD030663,2024-03-09,2024-03-09,2,Gunmen Attack,Rivers
1359,IBD030665,2024-03-09,2024-03-09,1,Medical Quackery,Nasarawa
1360,IBD030659,2024-03-09,2024-03-09,1,Herders vs Farmer,(FCT) Abuja
1361,IBD030736,2024-03-09,2024-03-09,1,Cult Clash,Lagos
1362,IBD030645,2024-03-09,2024-03-09,1,Electrocution,Benue
1363,IBD030660,2024-03-09,2024-03-09,1,Mob Lynch Man,Ogun
1364,IBD030661,2024-02-09,2024-02-09,2,Soldiers vs Bandits,Kaduna
1365,IBD030657,2024-02-09,2024-02-09,1,Gunmen vs Lawyer,Abia
1366,IBD030649,2024-02-09,2024-02-09,2,Youths vs Couple,Imo
1367,IBD030648,2024-02-09,2024-02-09,1,Police vs Bandits,Sokoto
1368,IBD030652,2024-02-09,2024-02-09,2,Hunters vs Bandits,Kaduna
1369,IBD030908,2024-02-09,2024-02-09,1,Ritual Killing,Kwara
1370,IBD030646,2024-02-09,2024-02-09,2,Security Personnel Kills 2,Adamawa
1371,IBD030635,2024-02-09,2024-02-09,2,Gunmen Attack,Sokoto
1372,IBD030637,2024-02-09,2024-02-09,3,Kidnappers Kill 3,Delta
1373,IBD030638,2024-02-09,2024-02-09,1,Hoodlums Kill 1,Niger
1374,IBD030624,2024-01-09,2024-01-09,2,Auto Crash,Ogun
1375,IBD030548,2024-01-09,2024-01-09,4,Mysterious Deaths,Enugu
1376,IBD030651,2024-01-09,2024-01-09,2,Banditry,Kaduna
1377,IBD030632,2024-01-09,2024-01-09,74,Boko Haram Attack,Yobe
1378,IBD030629,2024-01-09,2024-01-09,3,Soldiers Kill Bandits,Kaduna
1379,IBD030650,2024-01-09,2024-01-09,2,Army vs Boko Haram/ISWAP Terrorists,Borno
1380,IBD030685,2024-01-09,2024-07-09,76,Army vs Terrorists,Kaduna
1381,IBD030683,2024-01-09,2024-07-09,76,Banditry,Katsina
1382,IBD030628,2024-01-09,2024-01-09,1,Kidnappers vs School Girl,Ogun
1383,IBD030671,2024-01-09,2024-01-09,1,Auto Crash,Ogun
1384,IBD030631,2024-01-09,2024-01-09,1,Native Doctor vs Client,Edo
1385,IBD030636,2024-01-09,2024-01-09,2,Auto Crash,Niger
1386,IBD030623,2024-08-31,2024-08-31,5,NAF vs Terrorists,Kaduna
1387,IBD030634,2024-08-31,2024-08-31,1,Gunmen vs Assembly's Aide,Edo
1388,IBD030619,2024-08-31,2024-08-31,4,Auto Crash,Osun
1389,IBD030639,2024-08-31,2024-08-31,1,Youths vs Bandits,Kaduna
1390,IBD030643,2024-08-31,2024-08-31,3,Gunmen vs Vigilantes,Kogi
1391,IBD030630,2024-08-31,2024-08-31,4,Auto Crash,Niger
1392,IBD030642,2024-08-31,2024-08-31,2,Gunmen Attack,Ekiti
1393,IBD030626,2024-08-31,2024-08-31,2,Cult Clash,Lagos
1394,IBD030614,2024-08-30,2024-08-30,3,Boko Haram vs Students,Yobe
1395,IBD030618,2024-08-30,2024-08-30,6,Auto Crash,Ogun
1396,IBD030743,2024-08-30,2024-08-30,2,Herdsmen Attack,Ondo
1397,IBD030641,2024-08-30,2024-09-30,1,Kidnap Victim,Nasarawa
1398,IBD030938,2024-08-30,2024-08-30,1,Assailant vs Lady,Ogun
1399,IBD031023,2024-08-30,2024-08-30,1,Assailant vs Man,Adamawa
1400,IBD030627,2024-08-30,2024-08-30,1,Hoodlums vs Motorcyclist,Niger
1401,IBD030617,2024-08-29,2024-08-29,3,Herdsmen Kill 3 Farmers,Benue
1402,IBD030616,2024-08-29,2024-08-29,1,Banditry,(FCT) Abuja
1403,IBD030606,2024-08-29,2024-08-29,8,Army vs Bandits,Kaduna
1404,IBD030615,2024-08-29,2024-08-29,1,Army Kills 1,Kaduna
1405,IBD030610,2024-08-28,2024-08-28,38,Residents vs Bandits,Zamfara
1406,IBD030611,2024-08-28,2024-08-28,3,Banditry,Kaduna
1407,IBD030621,2024-08-28,2024-08-28,17,Boat Mishap,Bauchi
1408,IBD030747,2024-08-28,2024-04-09,3,Flooding,Katsina
1409,IBD030750,2024-08-28,2024-04-09,3,Flooding,Katsina
1410,IBD030751,2024-08-28,2024-04-09,3,Flooding,Katsina
1411,IBD030749,2024-08-28,2024-04-09,3,Flooding,Katsina
1412,IBD030753,2024-08-28,2024-04-09,3,Flooding,Katsina
1413,IBD030608,2024-08-28,2024-08-28,1,Police vs Kidnap Kingpin,Cross River
1414,IBD030622,2024-08-27,2024-08-27,1,Building Collapse,Kano
1415,IBD030612,2024-08-27,2024-08-27,1,Boy Drowns,Jigawa
1416,IBD030601,2024-08-27,2024-08-27,3,Farmers vs Herders,Niger
1417,IBD030579,2024-08-27,2024-08-27,1,Train Accident,Lagos
1418,IBD030604,2024-08-27,2024-08-27,2,Soldier vs Bandits,Kaduna
1419,IBD030729,2024-08-27,2024-08-27,10,Herders vs Farmer,Oyo
1420,IBD030597,2024-08-27,2024-08-27,1,Man vs Neighbour's Daughter,Enugu
1421,IBD030580,2024-08-27,2024-08-27,5,Flooding,Jigawa
1422,IBD030602,2024-08-27,2024-08-27,1,Security Operatives vs Robber,Kaduna
1423,IBD030588,2024-08-27,2024-08-27,1,Medical Negligence,Lagos
1424,IBD030586,2024-08-27,2024-08-27,2,Auto Crash,Ogun
1425,IBD030583,2024-08-26,2024-08-26,1,Hoodlums vs Farmer,(FCT) Abuja
1426,IBD030585,2024-08-26,2024-08-26,16,Auto Crash,Ondo
1427,IBD030576,2024-08-26,2024-08-26,1,Gunmen vs Monarch's Son,Lagos
1428,IBD030570,2024-08-25,2024-08-25,1,Boat Capsize,Bayelsa
1429,IBD030575,2024-08-25,2024-08-25,2,Police vs Kidnappers,Katsina
1430,IBD030563,2024-08-25,2024-08-25,12,Shi'ite vs Police,(FCT) Abuja
1431,IBD030577,2024-08-25,2024-08-25,1,Army vs Bandits,Kaduna
1432,IBD030605,2024-08-25,2024-08-25,1,Mob vs Thief,(FCT) Abuja
1433,IBD030567,2024-08-24,2024-08-24,1,Childbirth Complications,Edo
1434,IBD030581,2024-08-24,2024-08-24,1,Bandits vs Vigilante,Kaduna
1435,IBD030574,2024-08-24,2024-08-24,1,Gunmen vs Woman,Benue
1436,IBD030569,2024-08-24,2024-08-24,7,Flood Incident,Adamawa
1437,IBD030564,2024-08-24,2024-08-24,1,Assailants vs Motorcyclist,Ondo
1438,IBD030609,2024-08-24,2024-08-24,1,Soldier Kill Police,Kebbi
1439,IBD030578,2024-08-23,2024-08-23,1,Gunmen vs Teacher,Nasarawa
1440,IBD030566,2024-08-23,2024-08-23,6,Auto Crash,Ogun
1441,IBD030678,2024-08-23,2024-08-23,1,Cult Clash,Lagos
1442,IBD030571,2024-08-23,2024-08-23,5,Gunmen Kill 5,Benue
1443,IBD030620,2024-08-23,2024-08-23,1,Domestic Violence,Lagos
1444,IBD030558,2024-08-23,2024-08-23,2,Auto Crash,Ogun
1445,IBD030565,2024-08-23,2024-08-23,1,Security Operatives vs Kidnappers,Benue
1446,IBD030568,2024-08-23,2024-08-23,1,Gunmen Kill 1,Benue
1447,IBD030573,2024-08-23,2024-08-23,1,Rape Victim,(FCT) Abuja
1448,IBD030559,2024-08-22,2024-08-22,1,Auto Crash,Lagos
1449,IBD030556,2024-08-22,2024-08-22,4,Boko Haram vs Farmers,Borno
1450,IBD030613,2024-08-22,2024-08-26,40,Army vs Boko Haram,Borno
1451,IBD030554,2024-08-22,2024-08-22,1,Auto Crash,Osun
1452,IBD030562,2024-08-22,2024-08-22,3,Soldiers Kills 3,Kaduna
1453,IBD030552,2024-08-21,2024-08-21,4,Boat Mishap,Kano
1454,IBD030555,2024-08-21,2024-08-21,5,Herders vs Farmers,Niger
1455,IBD030544,2024-08-21,2024-08-21,28,Police vs Gunmen,Enugu
1456,IBD030550,2024-08-21,2024-08-21,4,Boat Mishap,Taraba
1457,IBD030543,2024-08-21,2024-08-21,1,Terrorists vs Monarch,Sokoto
