Identifier,Title,Start date,End date,Number of deaths
IBD029880,"Woman Dies, Lagos",26/05/2024,26/05/2024,1
IBD029855,"Auto Crash, Ogun",26/05/2024,26/05/2024,4
IBD030939,"Assailant vs Lady, Ogun",26/05/2024,26/05/2024,1
IBD029858,"Mosque Collapse, Lagos",26/05/2024,26/05/2024,4
IBD029867,"Auto Crash, Lagos",26/05/2024,26/05/2024,3
IBD029864,"Bandits Kill 25, Katsina",25/05/2024,26/05/2024,25
IBD029865,"Banditry, Katsina",25/05/2024,25/05/2024,15
IBD030237,"Cult Killing, Ogun",25/05/2024,25/05/2024,1
IBD029861,"Kidnappers vs Students, Kogi",25/05/2024,25/05/2024,2
IBD029868,"Gunmen Attack, Ebonyi",25/05/2024,25/05/2024,3
IBD029874,"Auto Crash, FCT (Abuja)",25/05/2024,25/05/2024,2
IBD029853,"Students Kill Colleague, Oyo",25/05/2024,25/05/2024,1
IBD029863,"Bandits Kill 16, Katsina",25/05/2024,26/05/2024,16
IBD029852,"Lightening Kill 2, Lagos",24/05/2024,24/05/2024,2
IBD029856,"Scavengers vs Man, Lagos",24/05/2024,24/05/2024,1
IBD029848,"Assailant vs Woman, Sokoto",24/05/2024,24/05/2024,1
IBD029851,"Banditry, Kaduna",24/05/2024,24/05/2024,6
IBD029859,"Cult Killing, Ogun",24/05/2024,25/05/2024,3
IBD029862,"Banditry, Niger",24/05/2024,24/05/2024,8
IBD029847,"Gunmen Attack, Nasarawa",23/05/2024,23/05/2024,7
IBD028052,"Auto Crash, Abia",23/05/2024,23/05/2023,4
IBD029845,"Auto Crash, Kogi",23/05/2024,23/05/2024,5
IBD029866,"Police vs Kidnappers, Kogi",23/05/2024,23/05/2024,1
IBD029850,"Soldiers vs NDLEA Officer, Niger",23/05/2024,23/05/2024,1
IBD029857,"Extra-Judicial Killing, Rivers",22/05/2024,22/05/2024,1
IBD029834,"Chinese Man Kills Lady, Abia",22/05/2024,22/05/2024,1
IBD029840,"Banditry, Kaduna",22/05/2024,22/05/2024,1
IBD029923,"Domestic Violence, Oyo",22/05/2024,22/05/2024,1
IBD029836,"Man Drowns, Lagos",22/05/2024,22/05/2024,1
IBD029837,"Gunmen Kill 1, Ogun",22/05/2024,22/05/2024,1
IBD029886,"Extra-Judicial Killing, FCT (Abuja)",22/05/2024,22/05/2024,1
IBD029835,"Policeman Kills Colleague, Plateau",22/05/2024,22/05/2024,1
IBD029846,"Guards Kill Driver, Ondo",22/05/2024,22/05/2024,1
IBD029969,"Youths Clash, River",22/05/2024,22/05/2024,2
IBD029849,"Extra-Judicial, FCT (Abuja)",22/05/2024,22/05/2024,1
IBD029838,"Guest Dies, Lagos",22/05/2024,22/05/2024,1
IBD029844,"Banditry, Katsina",22/05/2024,22/05/2024,1
IBD029871,"Domestic Violence, Edo",22/05/2024,22/05/2024,2
IBD029841,"Auto Crash, Ondo",22/05/2024,22/05/2024,2
IBD030288,"IPOB/ESN vs Man, Imo",21/05/2024,21/05/2024,1
IBD029909,"Gunmen Attack, Taraba",21/05/2024,21/05/2024,1
IBD029843,"Bandit's Informants, Kaduna",21/05/2024,21/05/2024,2
IBD029873,"Found Dead, Imo",21/05/2024,21/05/2024,1
IBD030234,"Cult Killing, Ogun",21/05/2024,21/05/2024,1
IBD029839,"Assailants vs Man, Ogun",21/05/2024,21/05/2024,1
IBD029829,"Security Guard vs Man, Anambra",21/05/2024,21/05/2024,1
IBD029842,"Sachet Water Vendor, Niger",21/05/2024,21/05/2024,1
IBD029828,"Generator Fume Kill 7, Bayelsa",21/05/2024,21/05/2024,7
IBD030547,"Banditry, Plateau",21/05/2024,21/05/2024,40
IBD029833,"Auto Crash, Lagos",21/05/2024,21/05/2024,1
IBD031487,"Sex Romp, Bayelsa",21/05/2024,21/05/2024,1
IBD029817,"Communal Clash, Ebonyi",20/05/2024,20/05/2024,2
IBD030065,"Cult Clash, Kwara",20/05/2024,20/05/2024,2
IBD029830,"Boko Haram/ISWAP vs Police, Borno",20/05/2024,20/05/2024,1
IBD029854,"Student vs Teacher, Anambra",20/05/2024,20/05/2024,1
IBD029905,"Businessman, Lagos",20/05/2024,20/05/2024,1
IBD029820,"Gunmen vs Traditional Ruler, Niger",19/05/2024,19/05/2024,1
IBD029824,"Community Leader, Akwa Ibom",19/05/2024,19/05/2024,1
IBD029821,"Assailants vs Man, Oyo",19/05/2024,19/05/2024,2
IBD029815,"Gunmen vs Vigilantes, Kogi",19/05/2024,19/05/2024,2
IBD029784,"Police vs Kidnapper, Delta",19/05/2024,19/05/2024,1
IBD029818,"Gunmen Kill 2, Anambra",19/05/2024,19/05/2024,1
IBD031178,"Extra-Judicial Killing, Benue",19/05/2024,19/05/2024,1
IBD029822,"Electrocution, Lagos",19/05/2024,19/05/2024,2
IBD029816,"Gunmen Attack, Kaduna",19/05/2024,19/05/2024,6
IBD029812,"Army vs Boko Haram, Borno",18/05/2024,18/05/2024,7
IBD029806,"Auto Crash, Taraba",18/05/2024,18/05/2024,6
IBD029800,"Auto Crash, Imo",18/05/2024,18/05/2024,6
IBD029981,"Army vs Boko Haram, Borno",18/05/2024,18/05/2024,2
IBD029832,"Security Operatives vs Bandits, Plateau",18/05/2024,18/05/2024,16
IBD029926,"Bandits vs Sarkin Hausawa's Son, Kaduna",18/05/2024,18/05/2024,1
IBD029809,"Man vs Friend, Lagos",18/05/2024,18/05/2024,1
IBD029978,"Army vs Terrorists, Zamfara",18/05/2024,18/05/2024,2
IBD029808,"Land Dispute, Ekiti",18/05/2024,18/05/2024,1
IBD029805,"Auto Crash, Osun",18/05/2024,18/05/2024,4
IBD029819,"Fire outbreak, Anambra",18/05/2024,18/05/2024,1
IBD030236,"Cult Killing, Ogun",18/05/2024,18/05/2024,1
IBD029807,"Army Kill 3, Imo",17/05/2024,17/05/2024,3
IBD029941,"Youth Clash, Niger",17/05/2024,17/05/2024,1
IBD029804,"Building Collapse, Niger",17/05/2024,17/05/2024,25
IBD029802,"Communal Clash, Ebonyi",17/05/2024,17/05/2024,2
IBD029813,"Hoodlums vs Man, Niger",17/05/2024,17/05/2024,1
IBD030193,"Medical Negligence, Ogun",17/05/2024,17/05/2024,1
IBD029801,"Electrocution, Bayelsa",17/05/2024,17/05/2024,1
IBD030168,"Kidnappers vs Man, Delta",17/05/2024,17/05/2024,1
IBD029814,"Police vs Bandit, Kaduna",17/05/2024,17/05/2024,2
IBD020679,"Auto Crash, Oyo",17/05/2024,17/05/2024,7
IBD029794,"Auto Crash, Oyo",16/05/2024,16/05/2024,7
IBD029795,"One Killed, Oyo",16/05/2024,16/05/2024,1
IBD029803,"Gunmen Attack, Abia",16/05/2024,16/05/2024,2
IBD029799,"Gunmen vs Guard, Oyo",16/05/2024,16/05/2024,1
IBD029793,"Auto Crash, Abia",16/05/2024,16/05/2024,13
IBD029831,"Woman Found Dead, FCT (Abuja)",16/05/2024,16/05/2024,1
IBD029789,"Seminarian vs Housewife, Imo",16/05/2024,16/05/2024,1
IBD029797,"Bandits Kill 2, Kaduna",15/05/2024,15/05/2024,2
IBD029796,"Cult Clash, Benue",15/05/2024,15/05/2024,2
IBD029777,"Man vs Girlfriend, Akwa Ibom",14/05/2024,14/05/2024,1
IBD029783,"Mosque Attack, Kano",14/05/2024,14/05/2024,19
IBD029788,"Seminarian vs Housewife, Abia",14/05/2024,14/05/2024,1
IBD030169,"Man vs Woman, Rivers",14/05/2024,14/05/2024,1
IBD029792,"Extrajudicial Killing, Anambra",14/05/2024,14/05/2024,1
IBD029785,"Cult Clash, Ogun",14/05/2024,14/05/2024,1
IBD029786,"Scavengers Killed 3, FCT (Abuja)",14/05/2024,14/05/2024,3
IBD029787,"Herdsmen vs Residents, Benue",14/05/2024,14/05/2024,10
IBD030163,"Sex Romp, Rivers",14/05/2024,14/05/2024,1
IBD029779,"Hoodlums Kill Beggar, Osun",13/05/2024,13/05/2024,1
IBD029772,"Domestic Violence, Anambra",13/05/2024,13/05/2024,1
IBD029781,"Banditry, Zamfara",13/05/2024,13/05/2024,150
IBD029790,"Army vs Terrorists, Borno",13/05/2024,13/05/2024,1
IBD029827,"Gunmen Attack, Plateau",13/05/2024,13/05/2024,46
IBD029750,"Banditry, Niger",13/05/2024,13/05/2024,2
IBD029780,"Army vs Boko Haram, Borno",13/05/2024,13/05/2024,1
IBD029768,"Gunmen vs PoS Operator, Ogun",12/05/2024,12/05/2024,1
IBD029771,"Bandits Kill Soldier, Kaduna",12/05/2024,12/05/2024,1
IBD029764,"Generator Fume, Delta",12/05/2024,12/05/2024,2
IBD029770,"Banditry, Katsina",12/05/2024,12/05/2024,46
IBD029775,"Rival Gangs, Kano",12/05/2024,12/05/2024,3
IBD029765,"Kidnappers vs Travelers, Oyo",12/05/2024,12/05/2024,1
IBD029773,"Gunmen Kill Pregnant Woman and Others, Benue",12/05/2024,12/05/2024,11
IBD029774,"Train Crash, Delta",12/05/2024,12/05/2024,1
IBD029763,"Hoodlums Attack, Edo",12/05/2024,12/05/2024,1
IBD029778,"Terrorists vs Army, Zamfara",12/05/2024,12/05/2024,4
IBD029810,"Communal Clash, Ebonyi",12/05/2024,12/05/2024,1
IBD029776,"Fulani Militia Kill Man, Plateau",12/05/2024,12/05/2024,1
IBD029766,"Army vs Bandits, Kaduna",12/05/2024,12/05/2024,4
IBD029738,"Auto Crash, Ogun",11/05/2024,11/05/2024,3
IBD029758,"Gas Explosion, Lagos",11/05/2024,11/05/2024,11
IBD029756,"Auto Crash, Lagos",11/05/2024,11/05/2024,1
IBD029754,"Fulani Herders vs Farmers, Benue",10/05/2024,10/05/2024,4
IBD029739,"Auto Crash, Kano",10/05/2024,10/05/2024,1
IBD029748,"Tanker Explosion, Lagos",10/05/2024,10/05/2024,2
IBD029757,"Gunmen vs Security Operatives, Enugu",10/05/2024,10/05/2024,4
IBD029767,"Communal Clash, Abia",10/05/2024,11/05/2024,1
IBD029760,"Herdsmen Attack, Benue",10/05/2024,10/05/2024,4
IBD029751,"Gunmen vs FIRS Official, FCT (Abuja)",10/05/2024,10/05/2024,1
IBD029747,"IPOB/ESN vs Police, Enugu",10/05/2024,10/05/2024,3
IBD030231,"Cult Killing, Ogun",10/05/2024,10/05/2024,1
IBD029753,"Bandits Kill 2, Sokoto",10/05/2024,10/05/2024,2
IBD029882,"Domestic Violence, Ondo",10/05/2024,10/05/2024,1
IBD029685,"Decomposing Corpse, Kaduna",10/05/2024,10/05/2024,1
IBD029791,"Decomposing Corpse, Kaduna",10/05/2024,10/05/2024,3
IBD029782,"Communal Crisis, Benue",10/05/2024,11/05/2024,4
IBD029740,"Banditry, Zamfara",09/05/2024,09/05/2024,18
IBD029729,"Communal Dispute, Delta",09/05/2024,09/05/2024,1
IBD029741,"Farmers vs Banditry, Zamfara",09/05/2024,09/05/2024,20
IBD030230,"Cult Killing, Ogun",08/05/2024,08/05/2024,1
IBD029745,"Kidnappers Kill Man, Taraba",08/05/2024,08/05/2024,1
IBD029762,"Auto Crash, Ogun",08/05/2024,08/05/2024,1
IBD029742,"Gunmen vs Herders, Plateau",08/05/2024,08/05/2024,2
IBD029744,"Generator Fume Kill 3, Delta",08/05/2024,08/05/2024,3
IBD029735,"Banditry vs Football Fans, Kaduna",08/05/2024,08/05/2024,3
IBD029732,"Student Dies, Plateau",08/05/2024,08/05/2024,1
IBD029761,"Communal Clash, Benue",07/05/2024,07/05/2024,1
IBD029730,"Gas Explosion, Lagos",07/05/2024,07/05/2024,2
IBD029723,"Domestic Violence, Delta",07/05/2024,07/05/2024,1
IBD029734,"Gunmen Kill 5, Plateau",07/05/2024,07/05/2024,4
IBD029728,"Inmate Dies, FCT (Abuja)",07/05/2024,07/05/2024,1
IBD029721,"Hawkers Clash, Lagos",07/05/2024,07/05/2024,1
IBD029736,"Robber Kill 2, Ogun",07/05/2024,07/05/2024,1
IBD029752,"Banditry, Zamfara",07/05/2024,11/05/2024,49
IBD029722,"Kidnappers, Ogun",07/05/2024,07/05/2024,3
IBD029737,"Found Dead, Ogun",07/05/2024,07/05/2024,1
IBD029731,"2 Died, Delta",07/05/2024,07/05/2024,2
IBD029718,"Man vs Co-worker, Ondo",06/05/2024,06/05/2024,1
IBD029711,"Herbal Concoction, Ondo",06/05/2024,06/05/2024,2
IBD029717,"Gunmen Kill 3, Edo",06/05/2024,06/05/2024,3
IBD029719,"Banditry, Zamfara",06/05/2024,06/05/2024,9
IBD029726,"Suspected Herders Kill NSCDC Officer, Benue",06/05/2024,06/05/2024,1
IBD029716,"Terrorists Attack, Katsina",06/05/2024,06/05/2024,1
IBD029724,"Windstorm, Gombe",06/05/2024,06/05/2024,1
IBD029935,"Auto Crash, Ebonyi",05/05/2024,05/05/2024,1
IBD029710,"Banditry, Kaduna",05/05/2024,05/05/2024,6
IBD029689,"Tanker Explosion, Delta",04/05/2024,04/05/2024,8
IBD029733,"Vigilante vs Police Officer, Taraba",04/05/2024,04/05/2024,1
IBD029720,"Army vs Bandits, Kaduna",04/05/2024,04/05/2024,2
IBD029699,"Boko Haram Explosion, Borno",04/05/2024,04/05/2024,4
IBD029692,"Banditry, katisna",04/05/2024,04/05/2024,3
IBD029743,"Man vs Friend, Kano",04/05/2024,04/05/2024,1
IBD029703,"Gunmen vs Monarch, Ebonyi",03/05/2024,03/05/2024,1
IBD029681,"Banditry, Katsina",03/05/2024,03/05/2024,2
IBD029708,"Bandits vs Community Protection Guards, Zamfara",03/05/2024,03/05/2024,3
IBD029693,"Banditry, Katsina",03/05/2024,03/05/2024,24
IBD029702,"Banditry, Kebbi",03/05/2024,03/05/2024,7
IBD029695,"NAF vs Boko Haram, Borno",03/05/2024,03/05/2024,20
IBD029704,"Gunmen vs Farmers, Benue",03/05/2024,03/05/2024,3
IBD029698,"Extra Judicial Killing, Enugu",03/05/2024,05/05/2024,5
IBD029683,"Robbers Kill Woman, FCT (Abuja)",03/05/2024,03/05/2024,1
IBD029697,"Assailant vs Man, Delta",03/05/2024,03/05/2024,1
IBD029994,"Kidnap Victim, Adamawa",03/05/2024,03/05/2024,1
IBD029696,"NAF vs Boko Haram/ISWAP, Niger",03/05/2024,03/05/2024,20
IBD029712,"Kidnappers Kill 1, Ogun",03/05/2024,03/05/2024,1
IBD030761,"Woman vs Son, Delta",02/05/2024,02/05/2024,1
IBD029701,"Medical Quackery, Plateau",02/05/2024,02/05/2024,1
IBD029715,"Kidnappers vs Chief, FCT (Abuja)",02/05/2024,02/05/2024,1
IBD029684,"Rape Victim, Kano",02/05/2024,02/05/2024,1
IBD029690,"Auto Crash, Anambra",02/05/2024,02/05/2024,1
IBD029679,"Hoodlums Clash, Lagos",02/05/2024,02/05/2024,1
IBD029671,"Banditry, Kaduna",02/05/2024,02/05/2024,8
IBD029694,"Bandits vs Community Leader, Kaduna",02/05/2024,02/05/2024,1
IBD029700,"Military Officer vs Man, Kano",02/05/2024,02/05/2024,1
IBD029680,"Corpse, Kwara",01/05/2024,01/05/2024,1
IBD029798,"Heat Waves, Adamawa",01/05/2024,13/05/2024,210
IBD029670,Man Shot at Fuel Station,01/05/2024,01/05/2024,1
IBD029667,"Auto Crash, Ogun",01/05/2024,01/05/2024,3
IBD029725,"Vigilantes Kill 2 Brothers, Rivers",01/05/2024,01/05/2024,2
IBD029668,"Communal Clash, Ebonyi",01/05/2024,01/05/2024,10
IBD029686,"Car Pusher, Lagos",01/05/2024,01/05/2024,1
IBD029682,"Banditry, Zamfara",01/05/2024,01/05/2024,3
IBD029676,"Communal Clash, Nasarawa",01/05/2024,02/05/2024,5
IBD029677,"Abducted Boy, Yobe",01/05/2024,01/05/2024,1
IBD029714,"Troops vs IPOB Fighters, Imo",01/05/2024,01/05/2024,3
IBD030124,"Police Officer vs Man, Lagos",01/05/2024,01/05/2024,1
IBD029674,"Undergraduate Student, FCT (Abuja)",30/04/2024,30/04/2024,1
IBD029655,"Boat Mishap, Kano",30/04/2024,30/04/2024,2
IBD029664,"Auto Crash, Enugu",30/04/2024,30/04/2024,16
IBD029666,"Auto Crash, Lagos",30/04/2024,30/04/2024,3
IBD029665,"Fulani Herdsmen Attack, Kogi",30/04/2024,30/04/2024,3
IBD029663,"Mob Kill Motorcycle Thief, Osun",29/04/2024,29/04/2024,1
IBD029675,"2 Drowns, Ogun",29/04/2024,29/04/2024,2
IBD029661,"Herdsmen Kill PDP Ward Chairman, Delta",29/04/2024,29/04/2024,2
IBD029657,"Cult Killing, Kwara",29/04/2024,30/04/2024,2
IBD029639,"Building Collapse, Ebonyi",29/04/2024,29/04/2024,2
IBD029641,"Soldiers vs Bandits, Sokoto",28/04/2024,28/04/2024,10
IBD029633,"Auto Crash, Anambra",28/04/2024,28/04/2024,1
IBD029648,"Fulani Herdsmen Attack, Benue",28/04/2024,28/04/2024,5
IBD029672,"Domestic Violence, Delta",28/04/2024,28/04/2024,1
IBD029646,"Herdsmen Attack, Benue",28/04/2024,28/04/2024,5
IBD029642,"Gunmen Attack, Kaduna",28/04/2024,28/04/2024,1
IBD029496,"Herdsmen/Communal Clash , Enugu",28/04/2024,28/04/2024,10
IBD029630,"Auto Crash, kogi",28/04/2024,28/04/2024,19
IBD029660,"Man in Hotel, Delta",28/04/2024,28/04/2024,1
IBD029640,"NAF vs Bandits, Zamfara",28/04/2024,28/04/2024,40
IBD029627,"Electrocution, Plateau",27/04/2024,27/04/2024,1
IBD029636,"Boko Haram IED, Borno",27/04/2024,27/04/2024,9
IBD029628,"Political Violence, Ondo",27/04/2024,27/04/2024,1
IBD029644,"Bandits Kill Hunter, Kaduna",27/04/2024,27/04/2024,3
IBD029656,"Man vs Housewife, Edo",27/04/2024,27/04/2024,1
IBD029632,"Domestic Violence, Ekiti",27/04/2024,27/04/2024,1
IBD029961,"Hook-Up Girls, Abia",27/04/2024,27/04/2024,2
IBD029634,"NAF vs Bandits, Niger",27/04/2024,27/04/2024,40
IBD029626,"Gas Explosion, Ogun",27/04/2024,27/04/2024,2
IBD029623,"Extra-Judicial Killing, Anambra",27/04/2024,27/04/2024,1
IBD029629,"Auto Crash, Osun",26/04/2024,26/04/2024,2
IBD029647,"Auto Crash, FCT (Abuja)",26/04/2024,26/04/2024,4
IBD029624,"Tanker Explosion, Rivers",26/04/2024,26/04/2024,19
IBD029618,"Building Collapse, Kano",26/04/2024,26/04/2024,3
IBD029631,"Police vs Kidnappers, Delta",26/04/2024,26/04/2024,1
IBD029890,"Assailants v Girl, Bauchi",26/04/2024,26/04/2024,1
IBD029619,"Banditry, Zamfara",26/04/2024,26/04/2024,2
IBD030329,"Kidnap Victim, Taraba",26/04/2024,26/04/2024,1
IBD029659,"Boy Drowns, Ogun",26/04/2024,26/04/2024,1
IBD029662,"Ritual Killing, Cross River",26/04/2024,26/04/2024,1
IBD029621,"Auto Crash, Ondo",26/04/2024,26/04/2024,3
IBD029645,"Bandits vs Army Officer, Katsina",25/04/2024,25/04/2024,1
IBD029616,"Pregnancy Complications, Ogun",25/04/2024,25/04/2024,1
IBD029614,"Kidnapper, Taraba`",25/04/2024,25/04/2024,1
IBD029613,"Baby Dies, FCT (Abuja)",25/04/2024,25/04/2024,1
IBD029637,"Guests Beat Policewoman, Rivers",25/04/2024,25/04/2024,1
IBD029625,"Banditry, Sokoto",25/04/2024,25/04/2024,7
IBD029687,"Medical Negligence, FCT (Abuja)",25/04/2024,25/04/2024,1
IBD029606,"Terrorists Attack, Zamfara",24/04/2024,24/04/2024,3
IBD029604,"Gunmen Attack, Katsina",24/04/2024,24/04/2024,2
IBD029620,"Boko Haram vs ISWAP, Borno",24/04/2024,25/04/2024,118
IBD029658,"Cult Clash, Edo",24/04/2024,26/04/2024,2
IBD029605,"Terrorists Attack, Zamfara",24/04/2024,24/04/2024,1
IBD029603,"Security Operatives vs Cultists, Ondo",24/04/2024,24/04/2024,1
IBD029609,"Auto Crash, FCT (Abuja)",24/04/2024,24/04/2024,1
IBD029607,"Terrorists Attack, Zamfara",24/04/2024,24/04/2024,1
IBD029601,"1 Drowns, Kano",23/04/2024,23/04/2024,1
IBD029602,"Bandits vs Army, Zamfara",23/04/2024,23/04/2024,2
IBD029600,"NAF vs Boko Haram, Borno",23/04/2024,23/04/2024,20
IBD029595,"Accidental Discharge, Taraba",23/04/2024,23/04/2024,1
IBD029823,"Medical Negligence, Ogun",23/04/2024,23/04/2024,1
IBD029599,"Gunmen vs Farmers, Benue",23/04/2024,23/04/2024,3
IBD029591,"Banditry, Sokoto",23/04/2024,23/04/2024,5
IBD029584,"Banditry, Kaduna",23/04/2024,23/04/2024,3
IBD029583,"Security Operatives vs Corper, Oyo",23/04/2024,23/04/2024,1
IBD029598,"Flood Disaster, Ogun",23/04/2024,23/04/2024,1
IBD029596,"Cult Killing, Edo",23/04/2024,23/04/2024,2
IBD029593,"Building Collapse, Lagos",23/04/2024,23/04/2024,1
IBD029585,"Auto Crash, Ogun",22/04/2024,22/04/2024,1
IBD029611,"Kidnappers vs Security Operatives, Bauchi",22/04/2024,22/04/2024,8
IBD029586,"Commercial Rider, Niger",22/04/2024,22/04/2024,1
IBD029594,"Passenger vs Bandits, Zamfara",22/04/2024,22/04/2024,1
IBD029597,"Electrocution, Ogun",22/04/2024,22/04/2024,2
IBD029592,"Vigilantes vs Youths, Imo",21/04/2024,21/04/2024,1
IBD029568,"Auto Crash, Kogi",21/04/2024,21/04/2024,20
IBD029578,"Cult Clash, Ogun",21/04/2024,21/04/2024,2
IBD030239,"Cult Killing, Ogun",21/04/2024,21/04/2024,1
IBD029579,"Children in Car, Niger",21/04/2024,21/04/2024,5
IBD029587,"Gunmen vs Police Escort, Nasarawa",21/04/2024,21/04/2024,1
IBD030229,"Cult Killing, Ogun",21/04/2024,21/04/2024,1
IBD029589,"Banditry, Zamfara",21/04/2024,21/04/2024,3
IBD029582,"3 Died, Kano",21/04/2024,21/04/2024,3
IBD029968,"Land Dispute, Nasarawa",21/04/2024,21/04/2024,2
IBD029575,"Hospital Negligence, FCT (Abuja)",20/04/2024,20/04/2024,3
IBD029558,"Auto Crash, Ogun",20/04/2024,20/04/2024,2
IBD029573,"Police Stab Man, Lagos",20/04/2024,20/04/2024,1
IBD029555,"Burrow Pit Collapse, Kebbi",20/04/2024,20/04/2024,8
IBD029581,"Herdsmen Attack, Benue",20/04/2024,20/04/2024,2
IBD029557,"Auto Crash, Ogun",20/04/2024,20/04/2024,2
IBD029580,"Cult Killing, Rivers",20/04/2024,20/04/2024,3
IBD029590,"Terrorists Attack, Katsina",20/04/2024,21/04/2024,15
IBD029563,"Auto Crash, Kano",20/04/2024,20/04/2024,11
IBD029565,"Auto Crash, Kaduna",19/04/2024,19/04/2024,13
IBD029559,"Mob vs Motorbike Thief, Benue",19/04/2024,19/04/2024,2
IBD029556,"Man Kills Another, Ogun",19/04/2024,19/04/2024,1
IBD029577,"Gunmen vs Lecturer, Ogun",19/04/2024,19/04/2024,1
IBD029615,"Boko Haram Attack, Borno",19/04/2024,19/04/2024,2
IBD029562,"Gunmen Kill Vice Principal, Plateau",19/04/2024,19/04/2024,1
IBD029576,"Security vs Drug Kingpin, Kogi",19/04/2024,19/04/2024,1
IBD029560,"Auto Crash, Ogun",19/04/2024,19/04/2024,2
IBD029572,"Auto Crash, Imo",19/04/2024,19/04/2024,4
IBD029574,"Communal Issue, Ogun",18/04/2024,18/04/2024,1
IBD029588,"Man Killed, Abia",18/04/2024,18/04/2024,1
IBD029554,"Banditry, Sokoto",18/04/2024,18/04/2024,60
IBD029673,"Kidnappers Kill Pastor, Oyo",18/04/2024,18/05/2024,1
IBD029553,"Boko Haram, Niger",18/04/2024,18/04/2024,48
IBD029669,"Medical Negligence, Osun",18/04/2024,18/04/2024,1
IBD029571,"Fulani Gunmen Attack, Plateau",18/04/2024,18/04/2024,5
IBD029564,"Gunmen Attack, Plateau",18/04/2024,18/04/2024,14
IBD029749,"Kidnap Victims, Oyo",18/04/2024,18/05/2024,10
IBD029570,"Gunmen Attack, Plateau",18/04/2024,18/04/2024,2
IBD029551,"Gunmen Kill Traffic Officer, Anambra",18/04/2024,18/04/2024,1
IBD029552,"Auto crash, Anambra",17/04/2024,17/04/2024,1
IBD029548,"ISWAP IED, Borno",17/04/2024,17/04/2024,11
IBD029545,"Mob vs Customs Officer, Katsina",17/04/2024,17/04/2024,2
IBD029561,"Extra-Judicial Killing, Abia",17/04/2024,17/04/2024,1
IBD029549,"Bandits Kill Villagers, Kaduna",17/04/2024,17/04/2024,23
IBD030795,"Student Killed, Edo",17/04/2024,17/04/2024,1
IBD029544,"Police vs Bandit, Katsina",17/04/2024,17/04/2024,1
IBD029534,"Students, Plateau",17/04/2024,17/04/2024,1
IBD029547,"Cult Killing, Enugu",16/04/2024,16/04/2024,1
IBD029550,"Army vs Terrorists, Benue",16/04/2024,16/04/2024,3
IBD029537,"Electrocution, Edo",16/04/2024,16/04/2024,1
IBD029542,"Assailants vs Farmer, Kwara",16/04/2024,16/04/2024,1
IBD029608,"NURTW Clash, Lagos",16/04/2024,16/04/2024,1
IBD029540,"Bandits Kill 3, Kaduna",16/04/2024,16/04/2024,3
IBD029610,"Auto Crash, Kaduna",16/04/2024,16/04/2024,1
IBD029546,"Auto Crash, FCT ( Abuja)",16/04/2024,16/04/2024,1
IBD029539,"Inferno, Cross River",15/04/2024,15/04/2024,2
IBD029535,"Bandit vs PDP Secretary, Zamfara",15/04/2024,15/04/2024,1
IBD029543,"Auto Crash, Osun",15/04/2024,15/04/2024,1
IBD029921,"Man vs Woman, Osun",15/04/2024,15/04/2024,1
IBD030780,"Communal Clash, Enugu",15/04/2024,15/04/2024,20
IBD029538,"Vigilante Operative Kills Man, Enugu",15/04/2024,15/04/2024,1
IBD029517,"Vigilante vs Herdsmen, Delta",15/04/2024,15/04/2024,3
IBD029510,"Auto Crash, Oyo",14/04/2024,14/04/2024,19
IBD029511,"Soldiers vs Youths, Yobe",14/04/2024,14/04/2024,3
IBD029519,"Auto Crash, Bauchi",14/04/2024,14/04/2024,6
IBD029521,"Girl Strangled, Kebbi",14/04/2024,14/04/2024,1
IBD029531,"Army vs Kidnapper, Benue",14/04/2024,14/04/2024,1
IBD029536,"Herdsmen Attack, Benue",13/04/2024,15/04/2024,26
IBD029515,"Soldier vs Lover, Enugu",13/04/2024,13/04/2024,1
IBD029533,"Gunmen Attack, Kaduna",13/04/2024,13/04/2024,4
IBD029532,"NAF vs Boko Haram, Borno",13/04/2024,13/04/2024,33
IBD029501,"Police vs Yoruba Nation Agitators, Oyo",13/04/2024,13/04/2024,3
IBD029523,"Boat Mishap, Niger",13/04/2024,13/04/2024,2
IBD029518,"Domestic Violence, Osun",13/04/2024,13/04/2024,1
IBD029508,"Gunmen vs Mourner, Benue",13/04/2024,13/04/2024,1
IBD029541,"Bandits Attack, Kaduna",13/04/2024,13/04/2024,2
IBD029530,"Banditry, Kaduna",13/04/2024,13/04/2024,2
IBD029498,"Auto Crash, Ogun",13/04/2024,13/04/2024,2
IBD029499,"Army vs Bandits, Zamfara",12/04/2024,12/04/2024,12
IBD029505,"Kidnappers Kill 14, Delta",12/04/2024,12/04/2024,14
